latitude,longitude,probability,probability_str
37.20568838,-80.55852972,0.000957076,0.000957076
37.20615427,-80.55852972,0.000929548,0.000929548
37.20662016,-80.55852972,0.000897055,0.000897055
37.20708605,-80.55852972,0.000860178,0.000860178
37.20755194,-80.55852972,0.000819557,0.000819557
37.20801783,-80.55852972,0.000775876,0.000775876
37.20848372,-80.55852972,0.000461665,0.000461665
37.19916594,-80.55804838,0.000741309,0.000741309
37.19963183,-80.55804838,0.000787438,0.000787438
37.20009772,-80.55804838,0.000831106,0.000831106
37.2005636,-80.55804838,0.000871601,0.000871601
37.20102949,-80.55804838,0.000908241,0.000908241
37.20149538,-80.55804838,0.000940388,0.000940388
37.20196127,-80.55804838,0.000967463,0.000967463
37.20242716,-80.55804838,0.000988972,0.000988972
37.20289305,-80.55804838,0.001004512,0.001004512
37.20335894,-80.55804838,0.001013792,0.001013792
37.20382483,-80.55804838,0.001016633,0.001016633
37.20429072,-80.55804838,0.001012981,0.001012981
37.20475661,-80.55804838,0.001002907,0.001002907
37.20522249,-80.55804838,0.000986602,0.000986602
37.20568838,-80.55804838,0.000964374,0.000964374
37.20615427,-80.55804838,0.000936635,0.000936635
37.20662016,-80.55804838,0.000903895,0.000903895
37.20708605,-80.55804838,0.000866736,0.000866736
37.20755194,-80.55804838,0.000825806,0.000825806
37.20801783,-80.55804838,0.000781792,0.000781792
37.20848372,-80.55804838,0.000465185,0.000465185
37.19916594,-80.55756704,0.000742198,0.000742198
37.19963183,-80.55756704,0.000788383,0.000788383
37.20009772,-80.55756704,0.000832103,0.000832103
37.2005636,-80.55756704,0.000872647,0.000872647
37.20102949,-80.55756704,0.000909331,0.000909331
37.20149538,-80.55756704,0.000941516,0.000941516
37.20196127,-80.55756704,0.000968624,0.000968624
37.20242716,-80.55756704,0.000990158,0.000990158
37.20289305,-80.55756704,0.001005718,0.001005718
37.20335894,-80.55756704,0.001015008,0.001015008
37.20382483,-80.55756704,0.001017853,0.001017853
37.20429072,-80.55756704,0.001014197,0.001014197
37.20475661,-80.55756704,0.001004111,0.001004111
37.20522249,-80.55756704,0.000987786,0.000987786
37.20568838,-80.55756704,0.000965531,0.000965531
37.20615427,-80.55756704,0.000937759,0.000937759
37.20662016,-80.55756704,0.000904979,0.000904979
37.20708605,-80.55756704,0.000867777,0.000867777
37.20755194,-80.55756704,0.000826797,0.000826797
37.20801783,-80.55756704,0.00078273,0.00078273
37.20848372,-80.55756704,0.000465743,0.000465743
37.19916594,-80.5570857,0.000738351,0.000738351
37.19963183,-80.5570857,0.000784297,0.000784297
37.20009772,-80.5570857,0.00082779,0.00082779
37.2005636,-80.5570857,0.000868124,0.000868124
37.20102949,-80.5570857,0.000904618,0.000904618
37.20149538,-80.5570857,0.000936635,0.000936635
37.20196127,-80.5570857,0.000963603,0.000963603
37.20242716,-80.5570857,0.000985026,0.000985026
37.20289305,-80.5570857,0.001000504,0.001000504
37.20335894,-80.5570857,0.001009747,0.001009747
37.20382483,-80.5570857,0.001012576,0.001012576
37.20429072,-80.5570857,0.00100894,0.00100894
37.20475661,-80.5570857,0.000998906,0.000998906
37.20522249,-80.5570857,0.000982666,0.000982666
37.20568838,-80.5570857,0.000960526,0.000960526
37.20615427,-80.5570857,0.000932898,0.000932898
37.20662016,-80.5570857,0.000900288,0.000900288
37.20708605,-80.5570857,0.000863278,0.000863278
37.20755194,-80.5570857,0.000822511,0.000822511
37.20801783,-80.5570857,0.000778673,0.000778673
37.20848372,-80.5570857,0.000463329,0.000463329
37.19916594,-80.55660436,0.00072984,0.00072984
37.19963183,-80.55660436,0.000775256,0.000775256
37.20009772,-80.55660436,0.000818248,0.000818248
37.2005636,-80.55660436,0.000858117,0.000858117
37.20102949,-80.55660436,0.00089419,0.00089419
37.20149538,-80.55660436,0.000925839,0.000925839
37.20196127,-80.55660436,0.000952495,0.000952495
37.20242716,-80.55660436,0.000973671,0.000973671
37.20289305,-80.55660436,0.000988972,0.000988972
37.20335894,-80.55660436,0.000998107,0.000998107
37.20382483,-80.55660436,0.001000904,0.001000904
37.20429072,-80.55660436,0.00099731,0.00099731
37.20475661,-80.55660436,0.000987391,0.000987391
37.20522249,-80.55660436,0.000971339,0.000971339
37.20568838,-80.55660436,0.000949454,0.000949454
37.20615427,-80.55660436,0.000922145,0.000922145
37.20662016,-80.55660436,0.000889911,0.000889911
37.20708605,-80.55660436,0.000853327,0.000853327
37.20755194,-80.55660436,0.00081303,0.00081303
37.20801783,-80.55660436,0.000769697,0.000769697
37.20848372,-80.55660436,0.000457988,0.000457988
37.19916594,-80.55612302,0.000716827,0.000716827
37.19963183,-80.55612302,0.000761434,0.000761434
37.20009772,-80.55612302,0.000803659,0.000803659
37.2005636,-80.55612302,0.000842817,0.000842817
37.20102949,-80.55612302,0.000878247,0.000878247
37.20149538,-80.55612302,0.000909331,0.000909331
37.20196127,-80.55612302,0.000935513,0.000935513
37.20242716,-80.55612302,0.000956311,0.000956311
37.20289305,-80.55612302,0.000971339,0.000971339
37.20335894,-80.55612302,0.000980311,0.000980311
37.20382483,-80.55612302,0.000983059,0.000983059
37.20429072,-80.55612302,0.000979528,0.000979528
37.20475661,-80.55612302,0.000969786,0.000969786
37.20522249,-80.55612302,0.00095402,0.00095402
37.20568838,-80.55612302,0.000932525,0.000932525
37.20615427,-80.55612302,0.000905703,0.000905703
37.20662016,-80.55612302,0.000874044,0.000874044
37.20708605,-80.55612302,0.000838113,0.000838113
37.20755194,-80.55612302,0.000798534,0.000798534
37.20801783,-80.55612302,0.000755974,0.000755974
37.20848372,-80.55612302,0.000449822,0.000449822
37.19916594,-80.55564168,0.000699557,0.000699557
37.19963183,-80.55564168,0.000743089,0.000743089
37.20009772,-80.55564168,0.000784297,0.000784297
37.2005636,-80.55564168,0.000822511,0.000822511
37.20102949,-80.55564168,0.000857088,0.000857088
37.20149538,-80.55564168,0.000887424,0.000887424
37.20196127,-80.55564168,0.000912974,0.000912974
37.20242716,-80.55564168,0.000933271,0.000933271
37.20289305,-80.55564168,0.000947937,0.000947937
37.20335894,-80.55564168,0.000956693,0.000956693
37.20382483,-80.55564168,0.000959375,0.000959375
37.20429072,-80.55564168,0.000955929,0.000955929
37.20475661,-80.55564168,0.000946422,0.000946422
37.20522249,-80.55564168,0.000931035,0.000931035
37.20568838,-80.55564168,0.000910059,0.000910059
37.20615427,-80.55564168,0.000883883,0.000883883
37.20662016,-80.55564168,0.000852986,0.000852986
37.20708605,-80.55564168,0.000817921,0.000817921
37.20755194,-80.55564168,0.000779296,0.000779296
37.20801783,-80.55564168,0.000737761,0.000737761
37.20848372,-80.55564168,0.000438985,0.000438985
37.19916594,-80.55516034,0.00067835,0.00067835
37.19963183,-80.55516034,0.000720562,0.000720562
37.20009772,-80.55516034,0.000760521,0.000760521
37.2005636,-80.55516034,0.000797577,0.000797577
37.20102949,-80.55516034,0.000831106,0.000831106
37.20149538,-80.55516034,0.000860522,0.000860522
37.20196127,-80.55516034,0.000885297,0.000885297
37.20242716,-80.55516034,0.000904979,0.000904979
37.20289305,-80.55516034,0.0009192,0.0009192
37.20335894,-80.55516034,0.000927691,0.000927691
37.20382483,-80.55516034,0.000930291,0.000930291
37.20429072,-80.55516034,0.00092695,0.00092695
37.20475661,-80.55516034,0.000917731,0.000917731
37.20522249,-80.55516034,0.000902811,0.000902811
37.20568838,-80.55516034,0.000882471,0.000882471
37.20615427,-80.55516034,0.000857088,0.000857088
37.20662016,-80.55516034,0.000827128,0.000827128
37.20708605,-80.55516034,0.000793125,0.000793125
37.20755194,-80.55516034,0.000755672,0.000755672
37.20801783,-80.55516034,0.000715396,0.000715396
37.20848372,-80.55516034,0.000425677,0.000425677
37.19916594,-80.554679,0.000653592,0.000653592
37.19963183,-80.554679,0.000694263,0.000694263
37.20009772,-80.554679,0.000732764,0.000732764
37.2005636,-80.554679,0.000768467,0.000768467
37.20102949,-80.554679,0.000800772,0.000800772
37.20149538,-80.554679,0.000829114,0.000829114
37.20196127,-80.554679,0.000852986,0.000852986
37.20242716,-80.554679,0.00087195,0.00087195
37.20289305,-80.554679,0.000885651,0.000885651
37.20335894,-80.554679,0.000893833,0.000893833
37.20382483,-80.554679,0.000896338,0.000896338
37.20429072,-80.554679,0.000893118,0.000893118
37.20475661,-80.554679,0.000884236,0.000884236
37.20522249,-80.554679,0.000869861,0.000869861
37.20568838,-80.554679,0.000850262,0.000850262
37.20615427,-80.554679,0.000825806,0.000825806
37.20662016,-80.554679,0.00079694,0.00079694
37.20708605,-80.554679,0.000764178,0.000764178
37.20755194,-80.554679,0.000728091,0.000728091
37.20801783,-80.554679,0.000689285,0.000689285
37.20848372,-80.554679,0.000410141,0.000410141
37.19916594,-80.55419766,0.000625722,0.000625722
37.19963183,-80.55419766,0.000664659,0.000664659
37.20009772,-80.55419766,0.000701518,0.000701518
37.2005636,-80.55419766,0.000735699,0.000735699
37.20102949,-80.55419766,0.000766626,0.000766626
37.20149538,-80.55419766,0.00079376,0.00079376
37.20196127,-80.55419766,0.000816614,0.000816614
37.20242716,-80.55419766,0.000834769,0.000834769
37.20289305,-80.55419766,0.000847886,0.000847886
37.20335894,-80.55419766,0.000855719,0.000855719
37.20382483,-80.55419766,0.000858117,0.000858117
37.20429072,-80.55419766,0.000855035,0.000855035
37.20475661,-80.55419766,0.000846531,0.000846531
37.20522249,-80.55419766,0.000832769,0.000832769
37.20568838,-80.55419766,0.000814006,0.000814006
37.20615427,-80.55419766,0.000790593,0.000790593
37.20662016,-80.55419766,0.000762957,0.000762957
37.20708605,-80.55419766,0.000731593,0.000731593
37.20755194,-80.55419766,0.000697045,0.000697045
37.20801783,-80.55419766,0.000659893,0.000659893
37.20848372,-80.55419766,0.000392652,0.000392652
37.19916594,-80.55371632,0.000595221,0.000595221
37.19963183,-80.55371632,0.00063226,0.00063226
37.20009772,-80.55371632,0.000667322,0.000667322
37.2005636,-80.55371632,0.000699837,0.000699837
37.20102949,-80.55371632,0.000729257,0.000729257
37.20149538,-80.55371632,0.000755068,0.000755068
37.20196127,-80.55371632,0.000776807,0.000776807
37.20242716,-80.55371632,0.000794077,0.000794077
37.20289305,-80.55371632,0.000806555,0.000806555
37.20335894,-80.55371632,0.000814006,0.000814006
37.20382483,-80.55371632,0.000816287,0.000816287
37.20429072,-80.55371632,0.000813355,0.000813355
37.20475661,-80.55371632,0.000805267,0.000805267
37.20522249,-80.55371632,0.000792175,0.000792175
37.20568838,-80.55371632,0.000774327,0.000774327
37.20615427,-80.55371632,0.000752055,0.000752055
37.20662016,-80.55371632,0.000725766,0.000725766
37.20708605,-80.55371632,0.000695931,0.000695931
37.20755194,-80.55371632,0.000663067,0.000663067
37.20801783,-80.55371632,0.000627726,0.000627726
37.20848372,-80.55371632,0.000373512,0.000373512
37.19916594,-80.55323498,0.000562596,0.000562596
37.19963183,-80.55323498,0.000597605,0.000597605
37.20009772,-80.55323498,0.000630745,0.000630745
37.2005636,-80.55323498,0.000661478,0.000661478
37.20102949,-80.55323498,0.000689285,0.000689285
37.20149538,-80.55323498,0.000713682,0.000713682
37.20196127,-80.55323498,0.00073423,0.00073423
37.20242716,-80.55323498,0.000750553,0.000750553
37.20289305,-80.55323498,0.000762347,0.000762347
37.20335894,-80.55323498,0.00076939,0.00076939
37.20382483,-80.55323498,0.000771546,0.000771546
37.20429072,-80.55323498,0.000768775,0.000768775
37.20475661,-80.55323498,0.000761129,0.000761129
37.20522249,-80.55323498,0.000748755,0.000748755
37.20568838,-80.55323498,0.000731885,0.000731885
37.20615427,-80.55323498,0.000710834,0.000710834
37.20662016,-80.55323498,0.000685986,0.000685986
37.20708605,-80.55323498,0.000657786,0.000657786
37.20755194,-80.55323498,0.000626723,0.000626723
37.20801783,-80.55323498,0.00059332,0.00059332
37.20848372,-80.55323498,0.000353039,0.000353039
37.19916594,-80.55275364,0.000202219,0.000202219
37.19963183,-80.55275364,0.000214802,0.000214802
37.20009772,-80.55275364,0.000226714,0.000226714
37.2005636,-80.55275364,0.000237761,0.000237761
37.20102949,-80.55275364,0.000247756,0.000247756
37.20149538,-80.55275364,0.000256525,0.000256525
37.20196127,-80.55275364,0.000263911,0.000263911
37.20242716,-80.55275364,0.000269778,0.000269778
37.20289305,-80.55275364,0.000274017,0.000274017
37.20335894,-80.55275364,0.000276548,0.000276548
37.20382483,-80.55275364,0.000277323,0.000277323
37.20429072,-80.55275364,0.000276327,0.000276327
37.20475661,-80.55275364,0.000273579,0.000273579
37.20522249,-80.55275364,0.000269131,0.000269131
37.20568838,-80.55275364,0.000263068,0.000263068
37.20615427,-80.55275364,0.000255501,0.000255501
37.20662016,-80.55275364,0.00024657,0.00024657
37.20708605,-80.55275364,0.000236434,0.000236434
37.20755194,-80.55275364,0.000225269,0.000225269
37.20801783,-80.55275364,0.000213262,0.000213262
37.20848372,-80.55275364,0.000126896,0.000126896
